"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","name","date_of_birth","date_of_death","place_of_birth","place_of_death","place_of_activity","geographic_area_code","gender","unmodified_gnd_data","gnd_status","final"
"1829","0","1620751211","1620751211","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116821701","Grandaur, Franz",NULL,NULL,,,,,,"0","0","0"
"1830","0","1620807962","1620807962","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1020893486","Nater, Johann Jakob",NULL,NULL,"Hugelshofen","Wädenswil",,"XA-CH","m","1",,"0"
"1831","0","1620808719","1620808719","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117425672","Skuhersky, Franz Zdenko",NULL,NULL,"Opočno","České Budějovice",,,"m","1",,"0"
"1832","0","1620809434","1620809434","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116510927","Richter, Ernst Friedrich Eduard","1808-10-24","1879-04-09","Großschönau","Leipzig","Leipzig","XA-DE","m","1",,"0"
"1833","0","1620818011","1620818011","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119358905","Jaëll, Marie","1846-08-17","1925-02-04","Steinseltz","Paris",,"XA-FR","f","1",,"0"
"1834","0","1635247756","1620982798","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","100487483","Greith, Carl Johann","1807-05-25","1882-05-17","Rapperswil","Sankt Gallen","München, Sankt Gallen","XA-CH","m","1",,"2"
"1835","0","1621430060","1621430060","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103780777","Bach, P. D. Q.",NULL,NULL,,,,,,"0","0","0"
"1836","0","1621430086","1621430086","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130412902","Jägermeier, Otto",NULL,NULL,,,,,,"0","0","0"
"1837","0","1621580704","1621580704","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116244313","Dulcken, Ferdinand",NULL,NULL,,,,,,"0","0","0"
"1838","0","1621955319","1621955319","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120220644","Mayseder, Joseph","1789-10-27","1863-11-21","Wien","Wien","Wien","XA-AT","m","1",,"0"
"1839","0","1634286213","1622628530","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118544489","Händel, Georg Friedrich",NULL,NULL,,,,,,"0","0","0"
"1840","0","1622803295","1622803295","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116552336","Kroll, Franz",NULL,NULL,,,,,,"0","0","0"
"1841","0","1622804495","1622804495","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134620844","Rösler, Gustav",NULL,NULL,,,,,,"0","0","0"
"1842","0","1622806188","1622806188","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117658316","Stern, Julius",NULL,NULL,,,,,,"0","0","0"
"1843","0","1622808763","1622808763","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","104056134","Brissler, Friedrich Ferdinand",NULL,NULL,,,,,,"0","0","0"
"1844","0","1623058318","1623058318","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103901396","Helmesberger, Joseph",NULL,NULL,,,,,,"0","0","0"
"1845","0","1634286213","1623058384","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103901396","Helmesberger, Joseph der Jüngere",NULL,NULL,,,,,,"0","0","0"
"1846","0","1635248339","1623061370","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118512978","Boieldieu, François Adrien",NULL,NULL,,,,,,"0","0","2"
"1847","0","1634286213","1623154537","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1135160805","Bödecker, Louis",NULL,NULL,,,,,,"0","0","0"
"1848","0","1624374764","1624374764","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117217204","Stark, Ludwig",NULL,NULL,,,,,,"0","0","0"
"1849","0","1624615659","1624615659","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119009838","Waldersee, Paul Graf von",NULL,NULL,,,,,,"0","0","0"
"1850","0","1624626241","1624626241","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118781421","Malibran, Maria","1808-03-24","1836-09-23","Paris","Manchester",,"XD-US, XA-FR, XA-GB","f","1",,"0"
"1851","0","1634286213","1624631785","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","lokal","Struve, Anastasius",NULL,NULL,,,,,,"0","0","0"
"1852","0","1624979094","1624979094","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122834216","Werner, Josef",NULL,NULL,,,,,,"0","0","0"
"1853","0","1634286213","1625138106","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","lokal","Buckel, Julius",NULL,NULL,,,,,,"0","0","0"
"1854","0","1625140011","1625139804","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11861116X","Schütz, Heinrich","1585-10-08","1672-11-06","Bad Köstritz","Dresden","Braunschweig, Dresden","XA-DE","m","1",,"0"
"1855","0","1634286213","1625139804","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11861116X","Schütz, Heinrich","1585-10-08","1672-11-06","Bad Köstritz","Dresden","Braunschweig, Dresden","XA-DE","m","1",,"0"
"1856","0","1625480853","1625480853","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118668404","Carissimi, Giacomo","1605-04-18","1674-01-12","Marino","Rom",,"XA-IT","m","1",,"0"
"1857","0","1625480962","1625480962","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116920386","Gugler, Bernhard",NULL,NULL,,,,,,"0","0","0"
"1858","0","1625481036","1625481036","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116410051","Faisst, Immanuel",NULL,NULL,,,,,,"0","0","0"
"1859","0","1625666672","1625666672","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118816098","Chrysander, Friedrich",NULL,NULL,,,,,,"0","0","0"
"1860","0","1626174345","1626174345","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116025549","Bache, Constance",NULL,NULL,,,,,,"0","0","0"
"1861","0","1626689723","1626689723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118550470","Heuberger, Richard",NULL,NULL,,,,,,"0","0","0"
"1862","0","1636108235","1626781466","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116343478","Kossmaly, Carl",NULL,NULL,"Breslau","Stettin",,"XA-DE","m","1","0","1"
"1863","0","1626868140","1626868140","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117257087","Schulz-Schwerin, Carl",NULL,NULL,,,,,,"0","0","0"
"1864","0","1627031561","1627031561","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","2130945823","Müller, Paul",NULL,NULL,,,,,,"0","0","0"
"1865","0","1627033525","1627033525","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118739964","Pergolesi, Giovanni Battista","1710-01-04","1736-03-17","Jesi","Pozzuoli",,"XA-IT","m","1",,"0"
"1866","0","1634286213","1627290090","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","lokal","Grosser, Karl",NULL,NULL,,,,,,"0","0","0"
"1867","0","1634286213","1627293375","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116798599","Gouvy, Théodore",NULL,NULL,,,,,,"0","0","0"
"1868","0","1634286213","1627310007","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","lokal","Mühry, G.",NULL,NULL,,,,,,"0","0","0"
"1869","0","1635247714","1627374117","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116808446","Grädener, Carl Georg Peter",NULL,NULL,,,,,,"0","0","2"
"1870","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","138327831","Methfessel, Emilia",NULL,NULL,,,,"XA-DE","f","1","n","0"
"1871","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117459313","Sobolewski, Eduard","1808-10-01","1872-05-23","Königsberg","Saint Louis, Mo.","Königsberg, Bremen","XA-DE, XD-US","m","1","n","0"
"1872","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117388483","Verhulst, Johannes","1816-03-19","1891-01-17","Den Haag","Bloemendaal","Leipzig, Den Haag","XA-NL","m","1","n","0"
"1873","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117388483","Verhulst, Johannes","1816-03-19","1891-01-17","Den Haag","Bloemendaal","Leipzig, Den Haag","XA-NL","m","1","n","0"
"1874","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117388483","Verhulst, Johannes","1816-03-19","1891-01-17","Den Haag","Bloemendaal","Leipzig, Den Haag","XA-NL","m","1","n","0"
"1875","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117388483","Verhulst, Johannes","1816-03-19","1891-01-17","Den Haag","Bloemendaal","Leipzig, Den Haag","XA-NL","m","1","n","0"
"1876","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116473754","Fesca, Alexander","1820-05-22","1849-02-22","Karlsruhe","Braunschweig",,"XA-DE","m","1","q","0"
"1877","0","1638266351","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","132250934","Kittl, Johann Friedrich","1806-05-08","1868-07-20",,,"Prag","XA-DE","m","1","n","1"
"1878","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1210590662","Bergen, G.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1879","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117050539","Hünten, Peter-Ernst",NULL,NULL,"Koblenz",,"Duisburg","XA-DE","m","1","n","0"
"1880","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117050539","Hünten, Peter-Ernst",NULL,NULL,"Koblenz",,"Duisburg","XA-DE","m","1","n","0"
"1881","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117050539","Hünten, Peter-Ernst",NULL,NULL,"Koblenz",,"Duisburg","XA-DE","m","1","n","0"
"1882","0","1638966686","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","1"
"1883","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116408766","Ehrlich, Christian Friedrich",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1884","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1023298201","Stahlknecht, Adolf",NULL,NULL,,,"Berlin","XA-DE","m","1","q","0"
"1885","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1209583461","Meinhard, A.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1886","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1210590662","Bergen, G.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1887","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1210590662","Bergen, G.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1888","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","128885742","Wittmann, Robert",NULL,NULL,"Dresden",,"Leipzig","XA-DE","m","1","n","0"
"1889","0","1634218404","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1137853352","Baldenecker, Johann Daniel","1810-05-07","1854-06-22","Frankfurt am Main","Karlsruhe","Leipzig","XA-DE","m","1","n","0"
"1890","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","132250934","Kittl, Johann Friedrich","1806-05-08","1868-07-20",,,"Prag","XA-DE","m","1","n","0"
"1891","0","1635690159","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116919280","Leonhard, Julius Emil","1810-06-13","1883-06-23","Lauban","Dresden","München, Dresden","XA-DE","m","1","n","1"
"1892","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","132250934","Kittl, Johann Friedrich","1806-05-08","1868-07-20",,,"Prag","XA-DE","m","1","n","0"
"1893","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116587474","Kühmstedt, Friedrich","1808-12-20","1858-01-08","An der Schmücke- Oldisleben","Eisenach",,"XA-DE","m","1","n","0"
"1894","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","132250934","Kittl, Johann Friedrich","1806-05-08","1868-07-20",,,"Prag","XA-DE","m","1","n","0"
"1895","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","132250934","Kittl, Johann Friedrich","1806-05-08","1868-07-20",,,"Prag","XA-DE","m","1","n","0"
"1896","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116408766","Ehrlich, Christian Friedrich",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1897","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1898","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1899","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1900","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1901","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1902","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1903","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1904","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1905","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1906","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","130814970","Schmitt, Jakob",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1907","0","1639411272","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116606711","Kulenkamp, Georg Carl",NULL,NULL,"Witzenhausen",,,"XA-DE","m","1","n","1"
"1908","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116606711","Kulenkamp, Georg Carl",NULL,NULL,"Witzenhausen",,,"XA-DE","m","1","n","0"
"1909","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116606711","Kulenkamp, Georg Carl",NULL,NULL,"Witzenhausen",,,"XA-DE","m","1","n","0"
"1910","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1137853352","Baldenecker, Johann Daniel","1810-05-07","1854-06-22","Frankfurt am Main","Karlsruhe","Leipzig","XA-DE","m","1","n","0"
"1911","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116587474","Kühmstedt, Friedrich","1808-12-20","1858-01-08","An der Schmücke- Oldisleben","Eisenach",,"XA-DE","m","1","n","0"
"1912","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116587474","Kühmstedt, Friedrich","1808-12-20","1858-01-08","An der Schmücke- Oldisleben","Eisenach",,"XA-DE","m","1","n","0"
"1913","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1914","0","1634218404","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116540079","Genast, Eduard","1797-07-15","1866-08-03","Weimar","Wiesbaden","Dresden, Leipzig","XA-DE","m","1","n","0"
"1915","0","1639138255","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1033928291","Batka, Johann Nepomuk","1795-07-16","1874-08-13","Jauernig","Preßburg",,"XA-CZ,XA-SK,XA-HU,XA-AT","m","1","n","1"
"1916","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116540079","Genast, Eduard","1797-07-15","1866-08-03","Weimar","Wiesbaden","Dresden, Leipzig","XA-DE","m","1","n","0"
"1917","0","1637156692","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","1"
"1918","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1137853352","Baldenecker, Johann Daniel","1810-05-07","1854-06-22","Frankfurt am Main","Karlsruhe","Leipzig","XA-DE","m","1","n","0"
"1919","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1920","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1921","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1922","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117738581","Hauman, Theodor","1808-07-03","1878-08-21","Gent","Brüssel",,"XA-BE","m","1","n","0"
"1923","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116444436","Reissiger, Friedrich August","1809-07-26","1883-03-02",,,,"XA-DE, XA-NO","m","1","q","0"
"1924","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119500000","Kolberg, Oskar","1814-02-22","1890-06-03","Przysucha","Krakau",,"XA-PL",,"1","n","0"
"1925","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1209953943","Baerwolf, W.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1926","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1209953943","Baerwolf, W.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1927","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1209953943","Baerwolf, W.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1928","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1209953943","Baerwolf, W.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1929","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116544570","Ries, Hubert","1802-04-01","1886-09-14","Bonn","Berlin",,"XA-DE","m","1","n","0"
"1930","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","136791247","Haeser, Gustav",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1931","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116598883","Kufferath, Hubert Ferdinand",NULL,NULL,"Mülheim an der Ruhr","Brüssel","Köln, Brüssel","XA-DE, XA-BE","m","1","n","0"
"1932","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1933","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1934","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1935","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1936","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1937","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1938","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1939","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1940","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1941","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1942","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1943","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102199175","Abt, Franz","1819-12-22","1885-03-31","Eilenburg","Wiesbaden","Zürich, Braunschweig","XA-DE, XA-CH","m","1","n","0"
"1944","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","102410771","Schoen, Moritz","1808-01-01","1885-04-08",,,,"XA-DE","m","1","n","0"
"1945","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1209979748","Montag, Ch.",NULL,NULL,,,,"ZZ",,"1","n","0"
"1946","0","1637589610","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1163344850","Wodnicki, Teodor",NULL,NULL,"Zamość","Warschau",,"XA-PL","m","1","n","1"
"1947","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1179856171","Pape, Johann Christian","1799-05-14","1855-01-09","Lübeck","Bremen","Bremen, Leipzig","XA-DE","m","1","n","0"
"1948","0","1638198068","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","101365632","Rietz, Julius","1812-12-28","1877-09-12","Berlin","Dresden",,"XA-DE","m","1","n","1"
"1949","0","1638266351","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116905859","Hirsch, Rudolf","1816-02-01","1872-03-10","Napajedla","Wien","Leipzig, Brünn","XA-CZ, XA-AT, XA-DE","m","1","n","0"
"1950","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116905859","Hirsch, Rudolf","1816-02-01","1872-03-10","Napajedla","Wien","Leipzig, Brünn","XA-CZ, XA-AT, XA-DE","m","1","n","0"
"1951","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116905859","Hirsch, Rudolf","1816-02-01","1872-03-10","Napajedla","Wien","Leipzig, Brünn","XA-CZ, XA-AT, XA-DE","m","1","n","0"
"1952","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116905859","Hirsch, Rudolf","1816-02-01","1872-03-10","Napajedla","Wien","Leipzig, Brünn","XA-CZ, XA-AT, XA-DE","m","1","n","0"
"1953","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1017477310","Eichler, Friedrich Wilhelm","1809-10-02","1859-01-01","Leipzig",,"Leipzig","XA-DE","m","1","n","0"
"1954","0","1636043063","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116214880","Bockmühl, Robert Emil",NULL,NULL,,,"Frankfurt am Main","XA-DE","m","1","n","1"
