"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","name","date_of_birth","date_of_death","place_of_birth","place_of_death","place_of_activity","geographic_area_code","gender","unmodified_gnd_data","gnd_status","final"
"1955","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117609846","Müller, Robert",NULL,NULL,,,,"XA-DE, XA-GB","m","1","n","0"
"1956","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117609846","Müller, Robert",NULL,NULL,,,,"XA-DE, XA-GB","m","1","n","0"
"1957","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117609846","Müller, Robert",NULL,NULL,,,,"XA-DE, XA-GB","m","1","n","0"
"1958","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117609846","Müller, Robert",NULL,NULL,,,,"XA-DE, XA-GB","m","1","n","0"
"1959","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117609846","Müller, Robert",NULL,NULL,,,,"XA-DE, XA-GB","m","1","n","0"
"1960","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117609846","Müller, Robert",NULL,NULL,,,,"XA-DE, XA-GB","m","1","n","0"
"1961","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","101365632","Rietz, Julius","1812-12-28","1877-09-12","Berlin","Dresden",,"XA-DE","m","1","n","0"
"1962","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","101365632","Rietz, Julius","1812-12-28","1877-09-12","Berlin","Dresden",,"XA-DE","m","1","n","0"
"1963","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","13514289X","Ravina, Jean-Henri","1818-05-20","1906-06-30","Bordeaux","Paris",,"XA-FR","m","1","n","0"
"1964","0","1631174032","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116353635","Artót, Alexandre Joseph Montaguey","1815-01-25","1845-07-20","Brüssel","Ville-d'Avray",,"XA-BE,XA-FR","m","1","q","0"
"1965","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116353635","Artót, Alexandre Joseph Montaguey","1815-01-25","1845-07-20","Brüssel","Ville-d'Avray",,"XA-BE,XA-FR","m","1","q","0"
"1966","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116353635","Artót, Alexandre Joseph Montaguey","1815-01-25","1845-07-20","Brüssel","Ville-d'Avray",,"XA-BE,XA-FR","m","1","q","0"
"1967","0","1636033732","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","13558857X","Schad, Joseph",NULL,NULL,"Steinach (Bayern)","Bordeaux",,"XA-DE,XA-CH","m","1","n","1"
"1968","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","13558857X","Schad, Joseph",NULL,NULL,"Steinach (Bayern)","Bordeaux",,"XA-DE,XA-CH","m","1","n","0"
"1969","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","13558857X","Schad, Joseph",NULL,NULL,"Steinach (Bayern)","Bordeaux",,"XA-DE,XA-CH","m","1","n","0"
"1970","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1183815662","Franco-Mendes, Jacques",NULL,NULL,"Amsterdam","Paris",,"XA-NL","m","1","n","0"
"1971","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117438405","Tulou, Jean Louis","1786-09-12","1865-07-23","Paris","Nantes",,"XA-FR","m","1","n","0"
"1972","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142267325","Marinoni, Fortunata","1811-11-01","1852-05-06","Venedig","Paris",,"XA-IT",,"1","n","0"
"1973","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","13558857X","Schad, Joseph",NULL,NULL,"Steinach (Bayern)","Bordeaux",,"XA-DE,XA-CH","m","1","n","0"
"1974","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1975","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116214880","Bockmühl, Robert Emil",NULL,NULL,,,"Frankfurt am Main","XA-DE","m","1","n","0"
"1976","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118562258","Kinkel, Johanna","1810-07-08","1858-11-15","Bonn","London",,"XA-DE","f","1","n","0"
"1977","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","101365632","Rietz, Julius","1812-12-28","1877-09-12","Berlin","Dresden",,"XA-DE","m","1","q","0"
"1978","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1979","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1980","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117506621","Schmidt, Heinrich","1809-02-18","1870-05-03","Lübeck","Berlin","Wien, Kassel, Breslau, Leipzig, Dresden, Berlin","XA-DE","m","1","n","0"
"1981","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1210310619","Köhler, Constantin",NULL,NULL,,,,"ZZ","m","1","n","0"
"1982","0","1628583154","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116986522","Lickl, Carl Georg",NULL,NULL,,,,"XA-AT","m","1","n","0"
"1983","0","1634286213","1628583154","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116635983","Labitzky, Joseph","1802-07-05","1881-08-19","Krásno","Karlsbad",,"XA-CZ, XA-AT","m","1","n","0"
"1984","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","12785486X","Pitschner, Friedrich","1817-06-24","1895-08-14","Hagenow","Hagenow","Ludwigslust, Neukloster, Mecklenburg","XA-DE","m","1","n","0"
"1985","0","1628585881","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116410132","Farrenc, Louise","1804-05-31","1875-09-15",,,,"XA-FR","f","1","q","0"
"1986","0","1637749133","1628583154","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1194011799","Hahn, Louis",NULL,NULL,,,,"XA-DE","m","1","n","1"
"1987","0","1630416951","1630416951","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116533676","Kreutzer, Rodolphe","1766-11-16","1831-01-06","Versailles","Genf",,"XA-FR, XA-CH","m","1",,"0"
"1988","0","1635256992","1631276981","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118574469","Lortzing, Albert","1801-10-23","1851-01-21","Berlin","Berlin",,"XA-DE","m","1",,"1"
"1989","0","1631531279","1631531279","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","121559165","Angerer, Edmund","1740-05-24","1794-08-07","St. Johann in Tirol","Vomp-Fiecht",,"XA-AT","m","1",,"0"
"1990","0","1634286213","1631715965","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118660764","Böhner, Johann Ludwig",NULL,NULL,,,,,,"0","0","0"
"1991","0","1632912786","1632912786","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118822756","Onslow, Georges","1784-07-27","1853-10-03","Clermont-Ferrand","Clermont-Ferrand",,"XA-FR","m","1",,"0"
"1992","0","1635943173","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","128716088","Labor, Josef","1842-06-29","1924-04-26","Hořovice","Wien",,"XA-AT,XA-DE","m","1","n","1"
"1993","0","1635763194","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116203102","Piutti, Carl","1846-04-30","1902-06-17","Elgersburg","Leipzig",,"XA-DE","m","1","q","1"
"1994","0","1634051777","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134474252","Nölck, August",NULL,NULL,"Lübeck","Dresden",,"XA-DE","m","1","n","0"
"1995","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134474252","Nölck, August",NULL,NULL,"Lübeck","Dresden",,"XA-DE","m","1","n","0"
"1996","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134474252","Nölck, August",NULL,NULL,"Lübeck","Dresden",,"XA-DE","m","1","n","0"
"1997","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"1998","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"1999","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"2000","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"2001","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"2002","0","1634051777","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206909579","Müller-Bechstein, Paul",NULL,NULL,,,,"XA-DE","m","1","n","0"
"2003","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2004","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2005","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2006","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2007","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2008","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2009","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2010","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"2011","0","1634051777","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206952687","Breiderhoff, Elise",NULL,NULL,,,"Berlin","XA-DE","f","1","n","0"
"2012","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116203102","Piutti, Carl","1846-04-30","1902-06-17","Elgersburg","Leipzig",,"XA-DE","m","1","q","0"
"2013","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116203102","Piutti, Carl","1846-04-30","1902-06-17","Elgersburg","Leipzig",,"XA-DE","m","1","q","0"
"2014","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116203102","Piutti, Carl","1846-04-30","1902-06-17","Elgersburg","Leipzig",,"XA-DE","m","1","q","0"
"2015","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116203102","Piutti, Carl","1846-04-30","1902-06-17","Elgersburg","Leipzig",,"XA-DE","m","1","q","0"
"2016","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116203102","Piutti, Carl","1846-04-30","1902-06-17","Elgersburg","Leipzig",,"XA-DE","m","1","q","0"
"2017","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134468988","Mugellini, Bruno",NULL,NULL,"Potenza Picena","Bologna",,"XA-IT","m","1","q","0"
"2018","0","1635764796","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","123901634","Claussnitzer, Paul",NULL,NULL,,,,"XA-DE","m","1","n","1"
"2019","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","q","0"
"2020","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117485683","Sponer, Alfred von",NULL,NULL,"Wien",,"Graz","XA-AT","m","1","n","0"
"2021","0","1635770480","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117402877","Sinigaglia, Leone","1868-08-14","1944-05-16","Turin","Turin",,"XA-IT","m","1","n","1"
"2022","0","1635770594","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","139110410","Raphael, Georg",NULL,NULL,,,,"XA-DE","m","1","n","1"
"2023","0","1635771011","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","1"
"2024","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2025","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2026","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2027","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2028","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2029","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2030","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2031","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2032","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2033","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2034","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2035","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2036","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2037","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2038","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2039","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2040","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","142325651","Miguez, Leopoldo","1850-10-09","1902-10-06","Rio de Janeiro","Rio de Janeiro",,"XD-BR",,"1","n","0"
"2041","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","128716088","Labor, Josef","1842-06-29","1924-04-26","Hořovice","Wien",,"XA-AT,XA-DE","m","1","q","0"
"2042","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116121661","Peters, Max","1849-10-16","1927-02-14","Arendsee (Altmark)","Charlottenburg","Berlin, Moskau","XA-DE","m","1","n","0"
"2043","0","1636719949","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","137683669","Hofmann, Oskar",NULL,NULL,,,,"XA-AT",,"1","n","1"
"2044","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2045","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2046","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2047","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2048","0","1635765726","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","1"
"2049","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2050","0","1634286213","1634051777","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","124344968","Schumann, Camillo","1872-03-10","1946-12-29","Königstein","Bad Gottleuba",,"XA-DE","m","1","n","0"
"2051","0","1636377269","1634051777","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116346418","Haan, Willem de",NULL,NULL,"Rotterdam","Berlin",,"XA-NL","m","1","n","1"
